healthAuthority_ID,partition,c_count,component_size,component_edges,budget,heuristic_K,gurobi_K,pre_optimization_short_pairs,pre_gurobi_short_pairs,post_gurobi_short_pairs,c_pairwise_connectivity,c_new_pairwise_connectivity,heuristic_approach,heuristic_time,gurobi_time,total_time,num_simplicials,m_status,m_obj,m_MIPGap,m_sol_count,m_runtime
0,119,0,2432,8730,486,0,486,37408.0,37408.0,4789.0,1.0,0.08893756093179074,HDA,0,3603.596603155136,3603.596603155136,654,9,5044.341212500812,0.0536155613949861,10,3600.0965399742126
0,120,0,2558,13106,511,0,511,88441.0,88441.0,17373.0,1.0,0.9290605282221652,HDA,0,3610.2156133651733,3610.2156133651733,295,9,17807.5188875023,0.45412371485567277,6,3600.0543990135193
0,121,0,2547,37497,509,0,509,902005.0,902005.0,882788.0,1.0,0.9943251024249806,HDA,0,3717.6288623809814,3717.6288623809814,113,9,882870.1726750452,0.9998262181918663,2,3601.0593440532684
0,122,0,2561,13979,512,0,512,122830.0,122830.0,31596.0,1.0,0.960390358101513,HDA,0,3613.151210784912,3613.151210784912,178,9,32074.0935312529,0.46473640693382173,5,3600.0433809757233
1,0,0,2368,12297,473,0,473,143913.0,143913.0,26559.0,1.0,0.9665088754099183,HDA,0,3618.524176836014,3618.524176836014,216,9,27035.299543752382,0.5090848239754813,3,3600.05522608757
1,1,0,2508,9174,501,0,501,68785.0,68785.0,17037.0,1.0,0.9508042886785583,HDA,0,3607.7823741436005,3607.7823741436005,215,9,17342.143631251856,0.3156618299393282,7,3600.0368440151215
1,2,0,2320,7207,464,0,464,50696.0,50696.0,5749.0,1.0,0.4431301700901571,HDA,0,3606.1857748031616,3606.1857748031616,604,9,6025.60041250131,0.2061797668765468,10,3600.0357480049133
1,3,0,2505,11263,501,0,501,99383.0,99383.0,21399.0,1.0,0.9732292778397275,HDA,0,3612.3264236450195,3612.3264236450195,199,9,21804.387493752514,0.40453130933652276,5,3600.0441279411316
1,4,0,2363,8845,472,0,472,46289.0,46289.0,8706.0,1.0,0.8930472665004658,HDA,0,3605.626467227936,3605.626467227936,368,9,8987.851231251698,0.15556292093769253,8,3600.0259330272675
1,5,0,2387,8736,477,0,477,48520.0,48520.0,9119.0,1.0,0.9089866408497638,HDA,0,3605.8289198875427,3605.8289198875427,374,9,9397.95369375182,0.17410638782180388,8,3600.028820037842
